Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Jessica,"""Heheheh. Then I'd better work even harder to make you love me even more... Hehahah, hahyahyahya..."" ","""Eheheheh. Then I'd better work even harder to make you love me even more... Ehehihi, hahyahyahya...""","""Eheheheh. Then I'd better work even harder to make you like me even more... Ehehihi, hahyahyahya...""",「えへへへへ。じゃあもっと好きになってもらえるように頑張っちゃうぜ…。いやあは、てひゃひゃひゃ…。」,「えへへへへ。じゃあもっと好きになってもらえるように頑張っちゃうぜ…。いやあは、てひゃひゃひゃ…」,"""Эхе‐хе‐хех. Тогда мне лучше стараться даже больше, чтобы нравиться тебе ещё сильнее... Эхе‐хи‐хи, ха‐хья‐хья...""","""Eheheheh. Então é bom dar ainda mais duro para me amar ainda mais... Ehehihi, hahyahyahya...""","""Eheheheh. Then I'd better work even harder to make you love me even more... Ehehihi, hahyahyahya...""",「哎嘿嘿嘿嘿。那麼，我就為能被你更加喜歡地努力加油吧…。呀——哈，嘿嘿嘿…」,「哎嘿嘿嘿嘿。那么，我就为能被你更加喜欢地努力加油吧…。呀——哈，嘿嘿嘿…」,"""Eheheheh. Then I'd better work even harder to make you love me even more... Ehehihi, hahyahyahya...""","""Eheheheh. Allora lavorerò ancora più sodo per fare in modo di piacerti ancora di più... ehehihi, hahyahyahya...""","""Eheheheh. Then I'd better work even harder to make you love me even more... Ehehihi, hahyahyahya...""","""Eheheheh. Then I'd better work even harder to make you love me even more... Ehehihi, hahyahyahya..."""
,Kanon's serious and competitive words were more than enough to make Jessica shy. ,Kanon's serious and competitive words were more than enough to make Jessica shy.,Kanon's serious and competitive words were more than enough to make Jessica shy.,勝負同様、全て大真面目な嘉音の言葉は、朱志香を照れさせるには充分だった。,勝負同様、全て大真面目な嘉音の言葉は、朱志香を照れさせるには充分だった。,"Серьёзных, конкурентоспособных слов Канона хватило, чтобы вогнать Джессику в краску.",As palavras sérias e competitivas de Kanon foram mais do que suficiente para deixar Jessica envergonhada.,Kanon's serious and competitive words were more than enough to make Jessica shy.,與打牌時一樣，盡皆認真的嘉音的言語，足以令朱志香臉紅。,与打牌时一样，尽皆认真的嘉音的言语，足以令朱志香脸红。,Kanon's serious and competitive words were more than enough to make Jessica shy.,Le parole serie e competitive di Kanon erano tali da far imbarazzare Jessica.,Kanon's serious and competitive words were more than enough to make Jessica shy.,Kanon's serious and competitive words were more than enough to make Jessica shy.
,"However, Kanon's expression unexpectedly clouded... ","However, Kanon's expression unexpectedly clouded......"," However, Kanon's expression unexpectedly clouded......",しかし不意に、嘉音の表情が曇る……。,しかし不意に、嘉音の表情が曇る……。,Но неожиданно его выражение заволокло......,"Porém, a expressão de Kanon nublou inesperadamente......","However, Kanon's expression unexpectedly clouded......",然而令人意外的是，嘉音的神情卻是忽然轉陰……。,然而令人意外的是，嘉音的神情却是忽然转阴……。,"However, Kanon's expression unexpectedly clouded......",Ma il volto di Kanon si rattristò...,"However, Kanon's expression unexpectedly clouded......","However, Kanon's expression unexpectedly clouded......"
Kanon,"""...Milady, the reason I love you is so clear. ...Because of that, I can't bear not knowing."" ",""".........Milady, the reason I love you is so clear. ......That's why...I can't bear not knowing.""","""......Milady, the reason I like you is so clear. ......Because of that, I can't bear not knowing.""",「………僕がお嬢様を好きになれる理由は、こんなにもはっきりしています。……だから、わからなくて辛いです。」,「………僕がお嬢様を好きになれる理由は、こんなにもはっきりしています。……だから、わからなくて辛いです」,"""......Миледи, причина, по которой вы мне нравитесь, слишком ясна. ......Поэтому я не могу не спросить.""",""".........Ojou‐sama, o motivo pelo qual eu a amo é muito claro. ......É por isso que...eu não suporto não saber.""",""".........Milady, the reason I love you is so clear. ......That's why...I can't bear not knowing.""",「………我喜歡上小姐的理由，乃是如此的清楚明白。……所以我搞不懂，很是煩惱。」,「………我喜欢上小姐的理由，乃是如此的清楚明白。……所以我搞不懂，很是烦恼。」,""".........Milady, the reason I love you is so clear. ......That's why...I can't bear not knowing.""","""... Milady, la ragione per cui lei mi piace è chiara. ... Per questo motivo, non riesco a sopportare il non sapere.""",""".........Milady, the reason I love you is so clear. ......That's why...I can't bear not knowing.""",""".........Milady, the reason I love you is so clear. ......That's why...I can't bear not knowing."""
Ushiromiya Jessica,"""N-Not knowing what...?"" ","""N‐not knowing what......?""","""N, not knowing what......?""",「な、何が……？」,「な、何が……？」,"""Ч‐что не спросить?..""","""N‐Não saber o quê......?""","""N‐not knowing what......?""",「搞、搞不懂什麼……？」,「搞、搞不懂什么……？」,"""N‐not knowing what......?""","""N-Non sapere cosa...?""","""N‐not knowing what......?""","""N‐not knowing what......?"""
Kanon,"""...Why did you start to like me? ......Unlike you, I don't shine in any sense. ...Even now, I'm just clinging to your back as you shine the way. ...I can't think of any reason why you would love someone as shabby as me."" ","""......Why you would start to like me. .........Unlike you, I do not shine in any sense. ......Even now, I'm just clinging to your back as you shine the way. ......I can't think of any reason why you would like a wretch like me.""","""......Why did you start to like me? .........Unlike you, I do not shine in any sense. ......Even now, I'm just clinging to your back as you shine the way. ......I can't think of any reason why you would like a wretch like me.""",「……お嬢様が、僕を好きになる理由です。………お嬢様と違い、僕は何も照らしてない。……今だって、お嬢様に照らされながら、その背中に付いて行ってるだけです。……そんなみすぼらしい僕を、お嬢様が好きになる理由が、……何一つ、思い付かないんです。」,「……お嬢様が、僕を好きになる理由です。………お嬢様と違い、僕は何も照らしてない。……今だって、お嬢様に照らされながら、その背中に付いて行ってるだけです。……そんなみすぼらしい僕を、お嬢様が好きになる理由が、……何一つ、思い付かないんです」,"""......Почему я начал вам нравиться? .........В отличие от вас, я совсем не излучаю света. ......Даже сейчас вы освещаете мне путь, и я просто цепляюсь за вашу спину. ......Не понимаю, из‐за чего вам мог понравиться такой негодяй, как я.""","""......Por que você começou a gostar de mim. .........Diferente de você, eu não tenho brilho algum. ......Até mesmo agora, eu só estou me agarrando às suas costas enquanto você brilha. ......Eu não consigo pensar em nenhum motivo para se apaixonar por alguém tão decadente como eu.""","""......Why you would start to like me. .........Unlike you, I do not shine in any sense. ......Even now, I'm just clinging to your back as you shine the way. ......I can't think of any reason why you would like a wretch like me.""",「……不懂小姐，喜歡上我的理由。………與小姐不同，我沒有照亮任何東西。……哪怕到了現在，我都只是在被小姐照亮前方，跟在您的身後罷了。……小姐喜歡上如此寒磣的我的理由，……我是連一個，都想不出來。」,「……不懂小姐，喜欢上我的理由。………与小姐不同，我没有照亮任何东西。……哪怕到了现在，我都只是在被小姐照亮前方，跟在您的身后罢了。……小姐喜欢上如此寒碜的我的理由，……我是连一个，都想不出来。」,"""......Why you would start to like me. .........Unlike you, I do not shine in any sense. ......Even now, I'm just clinging to your back as you shine the way. ......I can't think of any reason why you would like a wretch like me.""","""... Perché ho iniziato a piacerle? ... A differenza di lei, io non brillo in alcun senso. ... Persino ora, non faccio altro che aggrapparmi alla sua schiena, mentre lei illumina la strada. ... Non riesco a pensare ad un motivo perché un disgraziato come me le possa piacere.""","""......Why you would start to like me. .........Unlike you, I do not shine in any sense. ......Even now, I'm just clinging to your back as you shine the way. ......I can't think of any reason why you would like a wretch like me.""","""......Why you would start to like me. .........Unlike you, I do not shine in any sense. ......Even now, I'm just clinging to your back as you shine the way. ......I can't think of any reason why you would like a wretch like me."""
Ushiromiya Jessica,"""...Th-That's not true, okay?! There are all kinds of good things about you, Kanon-kun..."" ","""Th‐......that's not true, okay?! There are all kinds of good things about you, Kanon‐kun...""","""Th, ......that's not true, okay?! There are all kinds of good things about you, Kanon-kun...""",「そ、……そんなことはないぜ？！　嘉音くんにだって、いいところはいっぱいある…。」,「そ、……そんなことはないぜ？！　嘉音くんにだって、いいところはいっぱいある…」,"""Т... ......ты ошибаешься! В тебе много чего хорошего, Канон...""","""Is‐......Isso não é verdade, ouviu?! Tem um monte de coisas boas em você, Kanon‐kun...""","""Th‐......that's not true, okay?! There are all kinds of good things about you, Kanon‐kun...""",「才、……才沒這種事嘞？！嘉音君也是有好多優點的…」,「才、……才没这种事嘞？！嘉音君也是有好多优点的…」,"""Th‐......that's not true, okay?! There are all kinds of good things about you, Kanon‐kun...""","""N... Non è vero, ok?! Tu hai un sacco di pregi, Kanon-kun...""","""Th‐......that's not true, okay?! There are all kinds of good things about you, Kanon‐kun...""","""Th‐......that's not true, okay?! There are all kinds of good things about you, Kanon‐kun..."""
Kanon,"""...Let me swallow my pride and ask. ...What about me made you like me, Milady?"" ","""......Let me swallow my pride and ask. ......What about me made you like me, Milady?""","""......Let me swallow my pride and ask. ......What about me made you like me, Milady?""",「……恥を忍んでお聞きします。……お嬢様は、…僕の何が気に入られたのですか。」,「……恥を忍んでお聞きします。……お嬢様は、…僕の何が気に入られたのですか」,"""......Позвольте мне спрятать гордость в кулак и спросить. ......Из‐за чего я вам понравился, миледи?""","""......Preciso superar minha vergonha e perguntar. ......O que você gosta em mim, ojou‐sama?""","""......Let me swallow my pride and ask. ......What about me made you like me, Milady?""",「……請恕我厚臉皮地問一下。……小姐，…您是中意我的哪一點？」,「……请恕我厚脸皮地问一下。……小姐，…您是中意我的哪一点？」,"""......Let me swallow my pride and ask. ......What about me made you like me, Milady?""","""... Lasci che metta da parte il mio orgoglio e le domandi una cosa. ... Che cosa in me ha fatto in modo che le piacessi, Milady?""","""......Let me swallow my pride and ask. ......What about me made you like me, Milady?""","""......Let me swallow my pride and ask. ......What about me made you like me, Milady?"""
,Kanon hung his head. ,Kanon hung his head.,Kanon hung his head.,嘉音は俯く。,嘉音は俯く。,Канон опустил голову.,Kanon olhou para o chão.,Kanon hung his head.,嘉音垂下頭去。,嘉音垂下头去。,Kanon hung his head.,Kanon chinò il capo.,Kanon hung his head.,Kanon hung his head.
,"...Since he had never learned anything on his own, he had never been able to take the initiative with her in any way.. ","......He had never learned anything, so he had never been able to take the lead with her.","......He had never learned anything, so he had never been able to take the lead with her.",……何も学んでこなかった自分に、彼女をリードできるようなことなんて、何一つない。,……何も学んでこなかった自分に、彼女をリードできるようなことなんて、何一つない。,......Он никогда ничему не учился и поэтому не мог взять инициативу с ней в свои руки.,"......Ele nunca aprendeu nada, por isso nunca foi capaz de ensinar algo para ela.","......He had never learned anything, so he had never been able to take the lead with her.",……在什麼都沒學到的自己身上，沒有任何一處能指引她的地方。,……在什么都没学到的自己身上，没有任何一处能指引她的地方。,"......He had never learned anything, so he had never been able to take the lead with her.","... Non aveva mai imparato nulla, perciò non era mai riuscito a prendere il controllo della loro relazione.","......He had never learned anything, so he had never been able to take the lead with her.","......He had never learned anything, so he had never been able to take the lead with her."
,"The fact that he was accepting her affection one-sidedly, unable to do anything but simply receive it, ...made him sad...and frustrated at himself. ",It made him sad and frustrated that he had always been the one‐sided recipient of her affection......and could do nothing but respond to it.," And yet, it made him sad and frustrated that he had always been the one-sided recipient of her affection...... and could do nothing but respond to it.",なのに、一方的に好意を受け、……自分に出来ることが、それに応えるだけだなんて、……悲しくて、……そして自分が悔しかった。,なのに、一方的に好意を受け、……自分に出来ることが、それに応えるだけだなんて、……悲しくて、……そして自分が悔しかった。,"Тем не менее, его расстраивало и печалило то, что он всегда односторонне принимал её чувства....... и мог только отвечать на них.","Sempre ter recebido uma afeição unilateral, incapaz de fazer qualquer coisa por ela......o deixava triste... e fazia Kanon se sentir frustrado.",It made him sad and frustrated that he had always been the one‐sided recipient of her affection......and could do nothing but respond to it.,可儘管如此，自己卻單方面地接受了她的好意，……自己所能做的，僅為回應她的好意而已，……好難過，……好恨自己不爭氣。,可尽管如此，自己却单方面地接受了她的好意，……自己所能做的，仅为回应她的好意而已，……好难过，……好恨自己不争气。,It made him sad and frustrated that he had always been the one‐sided recipient of her affection......and could do nothing but respond to it.,"Ciononostante, il fatto di essere sempre stato il recipiente unilaterale del suo affetto lo rese triste e frustrato... e non poteva fare altro che reagire a ciò.",It made him sad and frustrated that he had always been the one‐sided recipient of her affection......and could do nothing but respond to it.,It made him sad and frustrated that he had always been the one‐sided recipient of her affection......and could do nothing but respond to it.
,Jessica was lost for words. ,Jessica was lost for words., Jessica was lost for words.,朱志香は、掛ける言葉を失う。,朱志香は、掛ける言葉を失う。,Джессика не знала что сказать.,Jessica não sabia o que dizer.,Jessica was lost for words.,朱志香，無言以對。,朱志香，无言以对。,Jessica was lost for words.,Jessica non trovava le parole.,Jessica was lost for words.,Jessica was lost for words.
,"...After all, compared to the reason that Kanon had started to love Jessica, ......Jessica's reason was a lot more vague. ","......After all, compared to the reason that Kanon had fallen for Jessica, .........Jessica's reason......was a lot more vague.","......After all, compared to the reason that Kanon had started to like Jessica, .........Jessica's reason was a lot more vague.",……嘉音が朱志香を好きになった理由に比べたら、………朱志香が嘉音を好きになった理由は、……漠然としたものだったからだ。,……嘉音が朱志香を好きになった理由に比べたら、………朱志香が嘉音を好きになった理由は、……漠然としたものだったからだ。,"......В конце концов, по сравнению с причиной, по которой она начала нравиться Канону......... причина Джессики была куда более расплывчатой.","......Afinal, comparado com o motivo pelo qual Kanon se apaixonou por ela, .........o motivo de Jessica......era algo muito mais vago.","......After all, compared to the reason that Kanon had fallen for Jessica, .........Jessica's reason......was a lot more vague.",……這是因為，與嘉音喜歡上朱志香的理由相比，………朱志香喜歡上嘉音的理由，……籠統含糊。,……这是因为，与嘉音喜欢上朱志香的理由相比，………朱志香喜欢上嘉音的理由，……笼统含糊。,"......After all, compared to the reason that Kanon had fallen for Jessica, .........Jessica's reason......was a lot more vague.","... Dopotutto, comparato al motivo per cui Kanon aveva iniziato ad apprezzare Jessica... la sua ragione era molto più vaga.","......After all, compared to the reason that Kanon had fallen for Jessica, .........Jessica's reason......was a lot more vague.","......After all, compared to the reason that Kanon had fallen for Jessica, .........Jessica's reason......was a lot more vague."
,"She had heard Shannon talking about her love with George, ...and at school, she and her friends had always talked about relationships with boys. ","She had listened to Shannon talk about her love with George, ......and at school, she and her friends always talked about relationships with boys."," She had heard Shannon talking about her love with George, ......and at school, she and her friends had always talked about relationships with boys.",紗音から譲治との恋の話を聞かされ、……そして学校でも、男女の交際について友人たちと話に華を咲かせていた。,紗音から譲治との恋の話を聞かされ、……そして学校でも、男女の交際について友人たちと話に花を咲かせていた。,"Она слышала, как Шаннон говорит о своей любви с Джорджем...... и в школе всегда болтала с подругами об отношениях с мальчиками.","Ela ouviu Shannon falando sobre seu amor por George, ......e na escola, ela e suas amigas sempre falavam sobre relacionamentos com garotos.","She had listened to Shannon talk about her love with George, ......and at school, she and her friends always talked about relationships with boys.",從紗音那聽了她與讓治談戀愛的事，……接著在學校又和朋友們，起勁暢談了關於男女交際的話題。,从纱音那听了她与让治谈恋爱的事，……接着在学校又和朋友们，起劲畅谈了关于男女交际的话题。,"She had listened to Shannon talk about her love with George, ......and at school, she and her friends always talked about relationships with boys.","Aveva sentito Shannon mentre parlava del suo amore con George... e a scuola, lei e le sue amiche avevano sempre discusso di relazioni coi ragazzi.","She had listened to Shannon talk about her love with George, ......and at school, she and her friends always talked about relationships with boys.","She had listened to Shannon talk about her love with George, ......and at school, she and her friends always talked about relationships with boys."
,"There would have been nothing strange about a girl, fascinated by the idea of romance, developing an interest in a nearby member of the opposite sex. ",There was nothing strange about a girl fascinated by the idea of romance developing an interest in a nearby member of the opposite sex., There would have been nothing strange about a girl fascinated by the idea of romance developing an interest in a nearby member of the opposite sex.,そんな、恋愛に憧れる年頃の彼女のすぐ近くにいる異性に関心が芽生えたとしても、それは何も不思議なことではない。,そんな、恋愛に憧れる年頃の彼女のすぐ近くにいる異性に関心が芽生えたとしても、それは何も不思議なことではない。,"Не было ничего странного в том, что её очаровала идея развития романа со знакомым лицом противоположного пола.",Não há nada de estranho em uma garota ficar fascinada com a ideia de desenvolver um interessante romântico por alguém do sexo oposto que sempre esteja convivendo com ela.,There was nothing strange about a girl fascinated by the idea of romance developing an interest in a nearby member of the opposite sex.,像這樣的處於憧憬戀愛的年紀的她，對近在咫尺的異性萌發興趣，倒也並沒什麼好奇怪的。,像这样的处于憧憬恋爱的年纪的她，对近在咫尺的异性萌发兴趣，倒也并没什么好奇怪的。,There was nothing strange about a girl fascinated by the idea of romance developing an interest in a nearby member of the opposite sex.,Non ci sarebbe stato nulla di strano in una ragazza affascinata dall'idea del romanticismo che si innamora di una persona del sesso opposto vicina a lei.,There was nothing strange about a girl fascinated by the idea of romance developing an interest in a nearby member of the opposite sex.,There was nothing strange about a girl fascinated by the idea of romance developing an interest in a nearby member of the opposite sex.
,"...However, if you put that into words, it might be misinterpreted to mean that any nearby boy would've done just as well... ","......However, if she were to put that into words, she would be misinterpreted as saying that any nearby boy would have done just as well......","......However, if you put that into words, it would be misinterpreted to mean that any nearby boy would have done just as well......",……しかし、それを正直に口にすれば、身近にいる男だったら誰もよかったのかと誤解されてしまう……。,……しかし、それを正直に口にすれば、身近にいる男だったら誰もよかったのかと誤解されてしまう……。,"......Но если выражаться словами, покажется, что так же можно было поступить с любым соседским мальчиком......","......Porém, se ela tivesse que colocar isso em palavras, ela poderia acabar sendo mal interpretada e passar a impressão que qualquer garoto que estivesse por perto serviria......","......However, if she were to put that into words, she would be misinterpreted as saying that any nearby boy would have done just as well......",……然而，將此老老實實地講出口，那就會被誤會，只要是身邊的男人誰都無所謂了……。,……然而，将此老老实实地讲出口，那就会被误会，只要是身边的男人谁都无所谓了……。,"......However, if she were to put that into words, she would be misinterpreted as saying that any nearby boy would have done just as well......","... Ma se si dovesse dire ciò a parole, verrebbe frainteso, e si sarebbe capito che qualunque ragazzo a lei vicino sarebbe andato bene...","......However, if she were to put that into words, she would be misinterpreted as saying that any nearby boy would have done just as well......","......However, if she were to put that into words, she would be misinterpreted as saying that any nearby boy would have done just as well......"
,"However, ...she could still be proud of the feelings she felt at this very instant. ","However, ......if nothing else, she knew what she felt at this moment."," However, ......at this moment, her heart was filled with nothing besides her own feelings.",でも、……今この瞬間の、自分の気持ちだけは、胸を張れる。,でも、……今この瞬間の、自分の気持ちだけは、胸を張れる。,И всё же...... на данный момент в её сердце были только её чувства.,"Entretanto, ......ela sabia melhor do que ninguém o que estava sentindo neste exato momento.","However, ......if nothing else, she knew what she felt at this moment.",不過，……僅就現在這一瞬間的自己的心意而言，自己能夠挺起胸膛。,不过，……仅就现在这一瞬间的自己的心意而言，自己能够挺起胸膛。,"However, ......if nothing else, she knew what she felt at this moment.","Ma... in quel momento, il suo cuore non era pieno di nient'altro che i suoi sentimenti.","However, ......if nothing else, she knew what she felt at this moment.","However, ......if nothing else, she knew what she felt at this moment."
,"She really did love Kanon, ...and she truly wanted to experience romance. ","She really did love Kanon, ......and she truly wanted a relationship with him."," She really did like Kanon, ......and she truly wanted to fall in love.",嘉音のことが本当に好きで、……本気で恋愛をしたいと思っている。,嘉音のことが本当に好きで、……本気で恋愛をしたいと思っている。,Канон ей очень нравился...... и она по‐настоящему хотела полюбить.,"Ela realmente amava Kanon, ......e queria muito ter uma relação romântica com ele.","She really did love Kanon, ......and she truly wanted a relationship with him.",自己是真的喜歡嘉音，……真的想談戀愛。,自己是真的喜欢嘉音，……真的想谈恋爱。,"She really did love Kanon, ......and she truly wanted a relationship with him.",Le piaceva davvero Kanon... e voleva davvero innamorarsi.,"She really did love Kanon, ......and she truly wanted a relationship with him.","She really did love Kanon, ......and she truly wanted a relationship with him."
,"As a result, they might end up together, or they might not. ","They might end up together as a result, or they might not."," As a result, they might end up together, or they might not.",その結果、結ばれるかもしれないし、結ばれないかもしれない。,その結果、結ばれるかもしれないし、結ばれないかもしれない。,"В результате они, может, будут вместе, а может, и нет.","Eles poderiam acabar ficando juntos ao final, ou talvez não.","They might end up together as a result, or they might not.",這場戀愛的結果，有可能結合，也有可能無法結合。,这场恋爱的结果，有可能结合，也有可能无法结合。,"They might end up together as a result, or they might not.","Come risultato, potrebbero mettersi insieme, come potrebbero non farlo.","They might end up together as a result, or they might not.","They might end up together as a result, or they might not."
,"However, if she reached that result without holding back, she could accept it no matter which it was. ","But whatever the outcome, she could accept it as long as she held nothing back."," However, if she reached that result without holding back, she could accept it no matter which it was.",でも、本気での結果なら、そのどちらであっても、受け入れられる。,でも、本気での結果なら、そのどちらであっても、受け入れられる。,"Но добившись результата не сдерживаясь, она сможет принять его, каким бы он ни был.","Mas, independente do resultado, ela poderia aceitá‐lo independente do que estivesse por vir.","But whatever the outcome, she could accept it as long as she held nothing back.",不過，只要是出全力的結果，不管最後是屬於哪種，她都能夠將其接受。,不过，只要是出全力的结果，不管最后是属于哪种，她都能够将其接受。,"But whatever the outcome, she could accept it as long as she held nothing back.","Però, se raggiungesse quel risultato senza tirarsi indietro, potrebbe accettarlo, qualunque esso sia.","But whatever the outcome, she could accept it as long as she held nothing back.","But whatever the outcome, she could accept it as long as she held nothing back."
,That's why she was able to become serious and honest about how she felt. ,"That allowed her to stay true to her feelings, what she knew she felt right now, and act on them seriously.", That's why she was able to become serious about her emotions.,だから彼女は、今の自分の感情に素直に、そして本気になれるのだ。,だから彼女は、今の自分の感情に素直に、そして本気になれるのだ。,Вот почему она сумела серьёзно отнестись к своим эмоциям.,É por isso que ela foi capaz de encarar seus sentimentos de forma séria e honesta.,"That allowed her to stay true to her feelings, what she knew she felt right now, and act on them seriously.",所以她能坦誠地全力以赴地去對待，此刻自己的情感。,所以她能坦诚地全力以赴地去对待，此刻自己的情感。,"That allowed her to stay true to her feelings, what she knew she felt right now, and act on them seriously.",Ecco perché era riuscita a diventare seria riguardo le sue emozioni.,"That allowed her to stay true to her feelings, what she knew she felt right now, and act on them seriously.","That allowed her to stay true to her feelings, what she knew she felt right now, and act on them seriously."
,"However, ...she couldn't find the right words to tell Kanon this. ","However, ......she couldn't find the right words to tell Kanon this."," However, ......she couldn't find the right words to tell Kanon this.",でも、それを嘉音にどう伝えればいいか、……うまい言葉が見つけられなかった。,でも、それを嘉音にどう伝えればいいか、……うまい言葉が見つけられなかった。,"Однако...... она не знала, как лучше сказать об этом Канону.","Porém, ......ela não conseguia encontrar palavras para dizer isso a Kanon.","However, ......she couldn't find the right words to tell Kanon this.",不過，這些該怎麼告訴嘉音才好呢，……她找不出合適的言詞。,不过，这些该怎么告诉嘉音才好呢，……她找不出合适的言词。,"However, ......she couldn't find the right words to tell Kanon this.",Ciononostante... non riusciva a trovare le parole giuste per dirlo a Kanon.,"However, ......she couldn't find the right words to tell Kanon this.","However, ......she couldn't find the right words to tell Kanon this."
,"When Kanon saw Jessica bite her lower lip in frustration, ......he finally realized... ","When Kanon saw Jessica bite her lower lip in frustration, ............he finally realized..."," When Kanon saw Jessica bite her lower lip in frustration, .........he finally realized...",　そのもどかしさに下唇を噛む朱志香を見て、…………嘉音はようやく悟る…。,そのもどかしさに下唇を噛む朱志香を見て、…………嘉音はようやく悟る…。,"Посмотрев на Джессику, в отчаянии закусившую нижнюю губу......... он наконец понял...","Quando Kanon viu Jessica incomodada, mordendo seu lábio inferior, ............ele finalmente percebeu...","When Kanon saw Jessica bite her lower lip in frustration, ............he finally realized...",瞧著在幹著急地咬住下唇的朱志香，…………嘉音終於悟到了…。,瞧着在干着急地咬住下唇的朱志香，…………嘉音终于悟到了…。,"When Kanon saw Jessica bite her lower lip in frustration, ............he finally realized...",Quando Kanon vide Jessica mordersi il suo labbro inferiore in segno di frustrazione... finalmente capì...,"When Kanon saw Jessica bite her lower lip in frustration, ............he finally realized...","When Kanon saw Jessica bite her lower lip in frustration, ............he finally realized..."
Kanon,"""...I'm such a fool."" ","""......I'm such a fool.""","""......I'm such a fool.""",「……馬鹿だな、僕は。」,「……馬鹿だな、僕は」,"""......Какой же я дурак.""","""......Eu sou mesmo idiota.""","""......I'm such a fool.""",「……好笨啊，我。」,「……好笨啊，我。」,"""......I'm such a fool.""","""... Sono così folle.""","""......I'm such a fool.""","""......I'm such a fool."""
Ushiromiya Jessica,"""Huh?"" ","""Huh?""","""Huh?""",「え？」,「え？」,"""Э?""","""Quê?""","""Huh?""",「哎？」,「哎？」,"""Huh?""","""Eh?""","""Huh?""","""Huh?"""
Kanon,"""What about me do you like? ...That very question is foolish. It's proof that I'm not serious about myself, and that I haven't been able to understand even myself. ...It's horrible of me to try and make you say it for me."" ","""What about me do you like? ......That very question is foolish. It's proof that I'm not serious about myself, and that I haven't been able to understand myself. ......It's horrible of me to try and make you say it for me.""","""What about me do you like? ......That very question is foolish. It's proof that I'm not serious about myself, and that I haven't been able to understand myself. ......It's horrible of me to try and make you say it for me.""",「僕のどこが気に入ったんですかなんて質問。……本当に馬鹿らしいと思ったんです。自分に本気じゃないから、自分のことさえ、理解できてない証拠なんだ。……そんなことをお嬢様に言わせようとするなんて、僕は最低だ。」,「僕のどこが気に入ったんですかなんて質問。……本当に馬鹿らしいと思ったんです。自分に本気じゃないから、自分のことさえ、理解できてない証拠なんだ。……そんなことをお嬢様に言わせようとするなんて、僕は最低だ」,"""Что тебе во мне нравится? ......Сам этот вопрос — глупость. Он доказывает, что я не серьёзен и не могу разобраться в себе. ......Ужасно с моей стороны спрашивать у вас это.""","""Por que gosta de mim? ......Essa é uma pergunta muito estúpida. É uma prova de que eu não estou me levando a sério, e que ainda não fui capaz de entender a mim mesmo. ......Eu sou horrível por tentar fazer você me dizer isso.""","""What about me do you like? ......That very question is foolish. It's proof that I'm not serious about myself, and that I haven't been able to understand myself. ......It's horrible of me to try and make you say it for me.""",「像您中意我的哪一點什麼的提問。……真的是好傻呢。這就即正是“因為自己沒認真，所以連自己的事都沒搞明白”的證據。……居然想叫小姐來說，我真是差勁到極點了。」,「像您中意我的哪一点什么的提问。……真的是好傻呢。这就即正是“因为自己没认真，所以连自己的事都没搞明白”的证据。……居然想叫小姐来说，我真是差劲到极点了。」,"""What about me do you like? ......That very question is foolish. It's proof that I'm not serious about myself, and that I haven't been able to understand myself. ......It's horrible of me to try and make you say it for me.""","""Qual è la parte di me che le piace? È una domanda davvero stupida. È la prova che non sono serio con me stesso, e che non sono riuscito a capirmi. ... È orribile da parte mia provare a farglielo dire.""","""What about me do you like? ......That very question is foolish. It's proof that I'm not serious about myself, and that I haven't been able to understand myself. ......It's horrible of me to try and make you say it for me.""","""What about me do you like? ......That very question is foolish. It's proof that I'm not serious about myself, and that I haven't been able to understand myself. ......It's horrible of me to try and make you say it for me."""
